rank, team, skill
447, 2496V, 64.3279668773764
448, 3177B, 64.25165657613391
449, 248D, 64.93203134032316
450, 44691X, 64.0376228071599
451, 5327A, 63.82625831672553
452, 1032Z, 63.945579064093444
453, 88909A, 63.355086326585926
454, 2616H, 64.89452935515624
455, 36830B, 63.098475857631136
456, 5062E, 63.781933340998805
457, 2719F, 63.875398518467364
458, 293Z, 64.6929077428064
459, 185A, 63.63885390787224
460, 781X, 63.38948006837991
461, 99157C, 63.18965544577155
462, 8110A, 67.45312993853373
463, 50105X, 63.20566392687511
464, 1698X, 62.44366733124785
465, 938F, 63.24558473475783
466, 60053B, 62.269282931591015
467, 643T, 62.06233922020346
468, 15797A, 62.08988768629207
469, 7701N, 64.31667606452282
470, 1064M, 62.01305358759238
471, 7700H, 62.0022060502172
472, 39Y, 62.023483998778794
473, 14X, 62.17453660413365
474, 38141B, 62.39666507946153
475, 8675F, 62.07158544746015
476, 2084K, 62.70376438631481
477, 90095G, 61.1610946503024
478, 96504D, 63.897317059735975
479, 66954A, 60.80657957824935
480, 169X, 61.23797590823373
481, 24118E, 65.3959984962105
482, 7316V, 60.53346285050352
483, 242W, 61.06890018721486
484, 663A, 62.50188403130739
485, 39R, 61.797285202444094
486, 98575A, 60.87624066505675
487, 10Z, 60.94161632908055
488, 14Y, 60.48043689894803
489, 35049A, 59.91492118408094
490, 39599Z, 59.95580859704215
491, 2567B, 60.607558495619905
492, 32092G, 59.860852127594256
493, 90P, 60.53457766164743
494, 39C, 61.2945197713419
495, 84443E, 60.305026301048855
496, 44252N, 59.90666957695016
497, 74762A, 60.21339914320551
498, 343B, 59.458938805847616
499, 2373B, 61.822086015411124
500, 6008P, 60.15976620300449
501, 5013X, 61.73710001493784
502, 1790C, 59.88385918436866
503, 20164W, 59.45279092108015
504, 57711X, 61.96676158538114
505, 1104D, 58.99074119167018
506, 46R, 59.30940746621762
507, 8030A, 60.81134711733766
508, 77787W, 58.8050040572141
509, 1200B, 59.32589794704769
510, 3141X, 58.578918684548
511, 18888A, 58.64031441938951
512, 5509C, 58.64648815207874
513, 43426C, 58.43167082578102
514, 1233E, 58.90504445038292
515, 7580Z, 59.80989795040192
516, 8838B, 58.96717754831723
517, 88864A, 57.91835968261226
518, 2719A, 58.63437943997957
519, 6842N, 60.14168991853927
520, 23382A, 58.22399755968982
521, 1575M, 57.960742546260555
522, 4828P, 57.301977575299205
523, 2131R, 57.9495810797754
524, 96504P, 59.6065370582178
525, 3457A, 57.3805701003606
526, 53E, 57.6660132323581
527, 11342B, 57.58248304173812
528, 5735H, 57.023242362795585
529, 99921A, 57.29917931904523
530, 3145N, 57.59413372372119
531, 99067B, 56.86394442251098
532, 54291M, 57.197575531282915
533, 6741A, 57.32910227079995
534, 74559A, 56.57567708314754
535, 355S, 57.150298063635226
536, 20096G, 56.75153973252617
537, 13K, 56.76034874008406
538, 3743C, 56.24497022240756
539, 6842C, 56.888530958399116
540, 299Y, 56.83361437450746
541, 6008X, 56.62394183299463
542, 3050W, 57.13655708196647
543, 62A, 57.22020303107231
544, 33188D, 56.28026414786185
545, 99009B, 55.92392952324546
546, 11124X, 55.51944886796382
547, 8110B, 55.963070324497
548, 6891B, 55.89680560586704
549, 1806X, 55.26965738697555
550, 1140R, 55.65688200101182
551, 2323H, 55.78259487996371
552, 295S, 55.18010241847256
553, 5233J, 55.96950531407544
554, 62X, 56.62368830019251
555, 39D, 56.4434245934512
556, 355Y, 55.48355922150689
557, 466B, 57.13057134021917
558, 16859E, 54.52406339612123
559, 1239E, 56.66867244271985
560, 12691A, 54.68940154293561
561, 1064A, 54.00788611139678
562, 9144A, 54.385168878844844
563, 10190S, 55.66436506160705
564, 53C, 54.10185142401462
565, 28401D, 56.06423620238168
566, 2142A, 54.39287069279126
567, 92315A, 54.02869205695749
568, 34050K, 53.50108276020427
569, 99319A, 58.20408568756986
570, 61973C, 53.378851781918996
571, 42652A, 53.405582320748934
572, 99904X, 53.04549162423097
573, 920B, 53.61614107142861
574, 24816T, 52.974711756344334
575, 98992C, 53.45401980857616
576, 295Z, 52.63104037326836
577, 92620A, 52.538543690744845
578, 946W, 52.410786407423174
579, 74177J, 53.07270670935587
580, 21S, 53.663250043606574
581, 315C, 52.242127921775555
582, 3050X, 53.455071016707905
583, 7882A, 52.86360360447294
584, 7700B, 51.95411715446623
585, 321C, 52.41580379586371
586, 8787E, 52.24964491407702
587, 7899A, 51.595893551124874
588, 59358C, 52.33188547722401
589, 91B, 53.05208269330952
590, 1961Z, 51.3376243549273
591, 315M, 51.44948198527253
592, 28466D, 51.44332189401261
593, 4810B, 52.04000399129312
594, 74177M, 51.788392344966354
595, 6008D, 51.92945685755797
596, 33188B, 51.817640898462656
597, 82473C, 50.883902582495
598, 938T, 51.62721243355324
599, 1532F, 55.448355313260286
600, 3142Y, 50.54933758226868
601, 663D, 52.85707822653801
602, 53D, 50.968427591712825
603, 6741E, 51.2762645099229
604, 1154A, 50.670001520662744
605, 98040C, 49.69082586380553
606, 9185B, 50.41234864217292
607, 1023E, 50.40667416396752
608, 15486G, 50.10796924500224
609, 4478U, 51.43885037416173
610, 169E, 49.767228089243986
611, 16689X, 49.15125094566312
612, 28466A, 49.103753942796644
613, 3324K, 49.0941776010707
614, 81218A, 48.95306484041444
615, 2158C, 51.414443648185696
616, 5156B, 50.895174090635244
617, 57249B, 48.84946085054939
618, 75476Z, 49.70556301188232
619, 6008A, 49.64730216637413
620, 1228S, 48.951375439185625
621, 2055X, 50.00202787547747
622, 2011E, 50.177754152992605
623, 3547K, 49.98945745725963
624, 7514A, 48.80956172754247
625, 53171E, 48.809030372260004
626, 343K, 49.799120769494074
627, 95070E, 48.22778828370345
628, 19697Z, 50.593867520013696
629, 321A, 48.761529484727276
630, 884B, 48.15311115440848
631, 42652C, 48.34076894516721
632, 98575B, 48.76872205984402
633, 3388A, 50.8305225608865
634, 2011X, 48.59860055924075
635, 991S, 49.68256367885114
636, 2442A, 49.63057369487633
637, 26003R, 48.06226145763971
638, 3150A, 48.834296886351126
639, 16099B, 49.288848980316985
640, 59358D, 48.13956054772458
641, 33344A, 47.004475727623934
642, 1437X, 47.66940814265307
643, 119A, 48.79698376613954
644, 991J, 48.63154133213953
645, 56111X, 47.07667865021528
646, 10F, 47.32944560818382
647, 45224B, 46.81381151326189
648, 242S, 46.658920792519496
649, 94M, 46.43508403839098
650, 18000H, 46.0250019214393
651, 20203Z, 47.24729854624731
652, 2077X, 45.1445242778364
653, 7700P, 45.825520850022215
654, 99999D, 46.21382781602942
655, 13406D, 45.48779943482185
656, 621B, 49.56265346652719
657, 4233S, 45.440631080824055
658, 3141G, 44.92925627063775
659, 99040S, 44.07600121592149
660, 9805A, 45.01680980512062
661, 12691C, 44.614258037419965
662, 34690B, 45.19658175145025
663, 28466C, 43.88277465574802
664, 18000B, 44.049625518699344
665, 8301B, 43.64932054363666
666, 66957B, 43.65441109368318
667, 323E, 45.84963722907315
668, 7882Z, 44.17560033377487
669, 87867D, 43.7460918651268
670, 62629K, 43.702848643043794
671, 26033A, 43.64959116374633
672, 15442A, 43.19449084786922
673, 35016Y, 45.945022935003244
674, 3134R, 44.17552386137559
675, 295K, 42.950934815995375
676, 2822B, 42.91790160669464
677, 90385R, 43.65007406448112
678, 6210U, 42.757147784611305
679, 6403F, 43.214632869057596
680, 14Z, 42.7502088621745
681, 16689Z, 43.09389663121836
682, 2011H, 43.36895070776049
683, 91U, 43.23148167021372
684, 11124Z, 41.68596579722668
685, 295W, 41.6280688265037
686, 323N, 41.24583753709619
687, 2442C, 42.80191154350128
688, 1806M, 40.63216261683394
689, 466E, 42.79689624763936
690, 43470A, 42.78340541743206
691, 7225B, 40.979081538858324
692, 621A, 45.12351108502327
693, 3141M, 42.62413155845433
694, 2158E, 42.709937768022016
695, 63303V, 40.361187621213475
696, 2627E, 40.08550664897952
697, 12Y, 40.54747269355236
698, 7481D, 42.032113552932024
699, 987X, 40.1097264917102
700, 7701F, 41.689695799831156
701, 38141A, 40.12517434550353
702, 57711N, 39.6056941422506
703, 18000C, 39.590015401945195
704, 74559B, 39.37359260879684
705, 85403D, 39.657340762581896
706, 1064E, 38.970248761004484
707, 97934H, 41.17352925307627
708, 3303M, 40.12374285446604
709, 7784W, 39.69795992543915
710, 94696A, 38.750908168265575
711, 288B, 39.415727428109754
712, 24816H, 38.90856647937207
713, 62629W, 38.90366823438858
714, 68561D, 39.18550732702239
715, 839A, 40.00058771098824
716, 95332A, 38.851358553385246
717, 35049B, 38.25035865900716
718, 3796B, 38.57264907523009
719, 63344A, 38.247280611827925
720, 33188C, 38.998713270901064
721, 2011C, 38.95289844762966
722, 16859D, 38.08410616141389
723, 84141A, 38.40829772231204
724, 31110F, 37.75606885155654
725, 48953E, 37.65648675663153
726, 3145E, 38.13252768575803
727, 1898R, 39.23838701435212
728, 8481S, 37.06292409646887
729, 11442Y, 38.57186237019357
730, 8000J, 37.017308636022186
731, 1233X, 37.454285770214035
732, 1267V, 38.27597789435974
733, 1437A, 37.84959146085638
734, 77787A, 36.456785303250754
735, 2602H, 38.33227204835189
736, 12Z, 37.14161395436494
737, 37760A, 37.05087145724684
738, 50252A, 36.30265438133438
739, 40994F, 36.18635216276607
740, 1771B, 36.440900063768495
741, 5062S, 36.435634265462745
742, 84443A, 36.42939043021258
743, 4478K, 37.63920013004467
744, 2323G, 36.16298276226526
745, 10A, 36.161528243734125
746, 15486N, 35.86305043997063
747, 283W, 35.72770304278506
748, 84075B, 35.37780970726247
749, 283S, 35.28723462001814
750, 1082E, 36.82130062109096
751, 1115C, 35.276684110161966
752, 537K, 35.36787699397365
753, 66465F, 34.87380184903625
754, 6526D, 35.17581786717109
755, 8349T, 34.48338422517772
756, 73641H, 36.508645876088764
757, 9364B, 36.08694364765276
758, 569D, 34.187269919415066
759, 9623T, 34.06490118089375
760, 18969B, 33.836993323738305
761, 7882B, 33.88998586518555
762, 2587V, 36.09571330324995
763, 8609A, 34.458754144353705
764, 3017D, 34.21906088430789
765, 6277B, 35.52601653734158
766, 13406C, 34.084294861098016
767, 91915A, 33.46264335685683
768, 60502Z, 33.9224706644077
769, 84778D, 33.75577130233128
770, 26003S, 33.624542056255834
771, 6403Z, 33.1265492558854
772, 9039J, 33.42046322648167
773, 9537X, 32.914126020252326
774, 8682C, 32.62830756451204
775, 19400C, 32.609750454814915
776, 3324T, 33.83019442551417
777, 2140C, 33.21053883454577
778, 39599C, 32.40215971464399
779, 61466B, 32.857650578519916
780, 654K, 34.35020034764363
781, 38538S, 34.229464748894074
782, 45434D, 32.571103475843756
783, 1064X, 31.83751983877864
784, 2616V, 32.21998460706563
785, 9909B, 33.64334607490993
786, 663S, 32.28082231203429
787, 8385B, 31.961176812755838
788, 7225Z, 36.12837161280679
789, 99904W, 33.57158340483531
790, 14T, 31.530975060970945
791, 28466Z, 31.045152672421366
792, 28466G, 30.8657481570241
793, 99621C, 31.588546194540058
794, 938U, 31.48401078009219
795, 2323M, 31.162507362114816
796, 3017P, 31.047761822626256
797, 80A, 33.3705926223258
798, 9821A, 35.19733840671202
799, 2822F, 30.37338076490626
800, 2323X, 30.86380277130082
801, 4810E, 30.979912579087888
802, 26003Z, 30.587962122664713
803, 526C, 30.581797655883037
804, 13D, 30.389261672514962
805, 96138A, 30.603139820317363
806, 3017X, 30.280825739925362
807, 285C, 31.816236439709378
808, 38538X, 31.782662732704566
809, 36500A, 29.316095826090255
810, 35049C, 29.033108450401677
811, 1908V, 29.685737061413604
812, 11254W, 29.83544201455289
813, 1790A, 29.669125574619613
814, 42652B, 29.27441638890891
815, 9623W, 29.26280365982383
816, 3333W, 29.544235665923452
817, 59358B, 29.35692472670722
818, 95888C, 29.096987424573527
819, 19291A, 29.149357090877402
820, 938B, 29.133157328628904
821, 10233A, 28.206953678538405
822, 8838A, 28.902827227869196
823, 67282B, 28.093027013828127
824, 95694B, 28.00796322537107
825, 97735X, 28.219752607188425
826, 4154Z, 28.21665405441268
827, 2142Z, 29.138372294558962
828, 97934U, 29.469905230799768
829, 986B, 28.44345033091001
830, 96504E, 29.685383291622436
831, 1908B, 27.273507390739915
832, 99157B, 27.152430068075763
833, 19901A, 26.59195458180419
834, 40684A, 27.292826591241102
835, 3017R, 27.074536546991652
836, 32518U, 26.340991664785918
837, 949Z, 27.148830555597016
838, 2587K, 28.641841885176873
839, 74762E, 26.761052050937586
840, 11124M, 26.033237090271655
841, 63303D, 26.188859447289175
842, 59358A, 26.687133272618375
843, 57711C, 25.97872346208165
844, 1233C, 27.80085962198111
845, 51548A, 25.262582783003076
846, 6403A, 25.250776444923247
847, 96138B, 25.819352453098887
848, 2344A, 27.376108425994673
849, 663C, 27.155660880297155
850, 34690D, 25.62432499200503
851, 43050X, 24.943902863130937
852, 1064P, 23.979479130552697
853, 586E, 24.46796532660246
854, 1868A, 23.8502750867678
855, 1532E, 28.56561186754311
856, 7700E, 23.53640758259425
857, 6210S, 25.778712647002884
858, 2822C, 23.51293414655931
859, 53A, 23.89669651902863
860, 2140J, 24.200848135483852
861, 1784X, 25.253178229217873
862, 7882V, 23.25971240542438
863, 24842X, 24.727514075953586
864, 242X, 23.737779878677976
865, 98575H, 23.741785288397196
866, 569A, 22.876290485032122
867, 47000X, 23.630032684381376
868, 77275A, 24.57186165573897
869, 9776C, 23.171129581088216
870, 6007X, 22.4205384144869
871, 63303A, 22.631542189670434
872, 77275B, 24.2719878485145
873, 16099A, 24.235723145679046
874, 295Y, 22.267220539299224
875, 2550S, 21.988637397043554
876, 2131K, 22.44620245614842
877, 19122B, 21.6554311107448
878, 55117J, 22.271409143378293
879, 3654S, 23.922880115427354
880, 938A, 22.36062179156221
881, 98992B, 22.276700665253124
